,id,Торг_точка_чистый_адрес
1169,1169,г.ростов-на-дону ул.вятский 47/1 пав. №33
1170,1170,-
1171,1171,"г. таганрог,пер.гоголевский, 29 а"
1172,1172,"п.каменоломни,ул.дзержинский 2 б"
1173,1173,-
1174,1174,-
1175,1175,"г.ростов-на-дону, ул.новолесный 6\3"
1176,1176,привокзальный 1
1177,1177,-
1178,1178,стартовый 12
1179,1179,серафимович 4
1180,1180,-
1181,1181,-
1182,1182,-
1183,1183,-
1184,1184,-
1185,1185,-
1186,1186,-
1187,1187,-
1188,1188,кагальниц.рынок пал№3
1189,1189,-
1190,1190,-
1191,1191,-
1192,1192,-
1193,1193,-
1194,1194,"г.ростов/дон ул. казахская,11"
1195,1195,-
1196,1196,-
1197,1197,-
1198,1198,г.ростов/дон ул.1-я краснодарский 19а
1199,1199,-
1200,1200,-
1201,1201,-
1202,1202,-
1203,1203,-
1204,1204,"г.ростов/дон ул.спартаковская,3"
1205,1205,"344010, ростов - на - дону, пр. ворошиловский, д. 91, кор. 1"
1206,1206,-
1207,1207,-
1208,1208,-
1209,1209,"344019, г. ростов - на - дону, пл. театральный д.2"
1210,1210,-
1211,1211,-
1212,1212,"г.ростов-на-дону, ул.шеболдаева, 4 а"
1213,1213,-
1214,1214,-
1215,1215,г.ростов/дон ул.тульский 3
1216,1216,-
1217,1217,московский 79
1218,1218,-
1219,1219,-
1220,1220,николаевский рынок
1221,1221,-
1222,1222,-
1223,1223,петровский рынок
1224,1224,-
1225,1225,-
1226,1226,г.ростов-на-дону забайкальский 4
1227,1227,-
1228,1228,-
1229,1229,"344090, г. ростов - на - дону, ул. доватора, д. 150"
1230,1230,-
1231,1231,-
1232,1232,-
1233,1233,г.ростов-на-дону можайский 38/1
1234,1234,"г.ростов-на-дону,ул.орбитальная,88/1"
1235,1235,-
1236,1236,-
1237,1237,новочеркасск рынок склад №1
1238,1238,новочеркасск рынок склад №2
1239,1239,новочеркасск рынок склад №3
1240,1240,новочеркасск рынок склад №4
1241,1241,новочеркасск рынок склад №5
1242,1242,"г. ростов-на-дону, пер. братский 48\19"
1243,1243,г.ростов-на-дону ул.королёв 1
1244,1244,-
1245,1245,г.ростов-на-дону ул.калинин 25 в
1246,1246,"северный рынок, остров напротив пекарня"
1247,1247,-
1248,1248,стартовый 9
1249,1249,-
1250,1250,днепровский 13
1251,1251,"г.ростов-на-дону,ул.подтелковый 1/76"
1252,1252,-
1253,1253,-
1254,1254,11 линия 23
1255,1255,-
1256,1256,-
1257,1257,г.ростов-на-дону пр.шолохов 193
1258,1258,-
1259,1259,-
1260,1260,таганрожский ш106
1261,1261,-
1262,1262,-
1263,1263,-
1264,1264,"г. ростов-на-дону, пер. строительный, 36а"
1265,1265,-
1266,1266,-
1267,1267,-
1268,1268,ул. станиславский 69
1269,1269,-
1270,1270,-
1271,1271,"347902, ростовский область, г. таганрог, николаевский ш., д. 1, кор. 1"
1272,1272,"г. новочеркасск, ул. магистральная, д. 20, кв. 5"
1273,1273,-
1274,1274,г.ростов-на-дону пр-кт космонавт 41 в
1275,1275,-
1276,1276,-
1277,1277,"ул. станиславского, 106/28"
1278,1278,-
1279,1279,-
1280,1280,комсомольский 2а
1281,1281,-
1282,1282,-
1283,1283,"г.каменск-шахтинский,ул. ворошилов 161 м-н уражай"
1284,1284,-
1285,1285,"каменск-шахтинский, пер.коммунистический 92"
1286,1286,40 год победа 8
1287,1287,-
1288,1288,нахичеванский рынок
1289,1289,белорусский 15
1290,1290,-
1291,1291,-
1292,1292,"г.ростов-нд, комарова, 16"
1293,1293,-
1294,1294,-
1295,1295,г.ростов-на-дону ул. ерёменко 66\5
1296,1296,г.ростов-на-дону ул. орбитальный 76
1297,1297,-
1298,1298,-
1299,1299,-
1300,1300,-
1301,1301,-
1302,1302,-
1303,1303,-
1304,1304,лекальный 13
1305,1305,-
1306,1306,"г. ростов-на-дону, пр. космонавт 30/22"
1307,1307,-
1308,1308,-
1309,1309,-
1310,1310,-
1311,1311,-
1312,1312,-
1313,1313,пр.буденовский д.12 пав.184
1314,1314,-
1315,1315,-
1316,1316,-
1317,1317,-
1318,1318,-
1319,1319,-
1320,1320,ул.орбитальный д.66 а
1321,1321,-
1322,1322,-
1323,1323,-
1324,1324,-
1325,1325,-
1326,1326,-
1327,1327,-
1328,1328,-
1329,1329,-
1330,1330,-
1331,1331,-
1332,1332,пр.ворошиловский д.91/1
1333,1333,-
1334,1334,-
1335,1335,-
1336,1336,-
1337,1337,-
1338,1338,-
1339,1339,-
1340,1340,-
1341,1341,-
1342,1342,-
1343,1343,-
1344,1344,-
1345,1345,-
1346,1346,-
1347,1347,г.таганрог ул.александровский д.40 в
1348,1348,г.таганрог ул.александровский д.40 в
1349,1349,-
1350,1350,-
1351,1351,-
1352,1352,-
1353,1353,-
1354,1354,-
1355,1355,-
1356,1356,-
1357,1357,-
1358,1358,-
1359,1359,-
1360,1360,-
1361,1361,-
1362,1362,-
1363,1363,-
1364,1364,"ул. толмачева, д. 109/27"
1365,1365,-
1366,1366,-
1367,1367,-
1368,1368,-
1369,1369,"г.шахты, ул. индустриальный 7а"
1370,1370,-
1371,1371,-
1372,1372,-
1373,1373,-
1374,1374,"ул. левобережный д.4/777, м-н ""тимоша"""
1375,1375,г.азов ул.оборонный 75
1376,1376,-
1377,1377,-
1378,1378,пр.космонавт д.14/5
1379,1379,-
1380,1380,г.таганрог ул.чехов д.100 центр.рынок бакалея место 112
1381,1381,-
1382,1382,-
1383,1383,-
1384,1384,-
1385,1385,-
1386,1386,-
1387,1387,-
1388,1388,-
1389,1389,-
1390,1390,г.азов центральный рынок сектор 6 место 56
1391,1391,-
1392,1392,пр-кт 40 год победа д.63/15
1393,1393,-
1394,1394,-
1395,1395,-
1396,1396,-
1397,1397,-
1398,1398,-
1399,1399,-
1400,1400,-
1401,1401,-
1402,1402,-
1403,1403,-
1404,1404,каменск-шахтинский желябов д. 50 кв. 36
1405,1405,"346900, г. новошахтинск, ул. базарная, д. 24, кор. б"
1406,1406,г. новошахтинск ул. республиканский д. 43 кор. а
1407,1407,347913 ростовский область г. таганрог
1408,1408,344019 г. ростов - на - дон пл. театральный д.2
1409,1409,344010 ростов - на - дон пр. ворошиловский д. 91 кор. 1
1410,1410,347740 ростовский область г. зерноград пер. селекционный д. 13 кор. а
1411,1411,-
1412,1412,-
1413,1413,-
1414,1414,-
1415,1415,"352010, краснодарский край, кущёвский район, с.красное, петровского, д. 27"
1416,1416,волгодонск пер первомайский; 51
1417,1417,-
1418,1418,-
1419,1419,-
1420,1420,-
1421,1421,-
1422,1422,344018; ростов - на - дон пер. доломановский д. 116
1423,1423,344090 г. ростов - на - дон ул. доватор д. 150
1424,1424,344010 ростов на дон ул береговой далее 10
1425,1425,"344010, ростов на дону, ул. береговая, д. 10"
1426,1426,-
1427,1427,-
1428,1428,-
1429,1429,-
1430,1430,-
1431,1431,-
1432,1432,-
1433,1433,-
1434,1434,-
1435,1435,халтуринский 14
1436,1436,-
1437,1437,-
1438,1438,-
1439,1439,-
1440,1440,-
1441,1441,-
1442,1442,-
1443,1443,-
1444,1444,-
1445,1445,-
1446,1446,-
1447,1447,-
1448,1448,-
1449,1449,-
1450,1450,-
1451,1451,-
1452,1452,-
1453,1453,-
1454,1454,-
1455,1455,-
1456,1456,-
1457,1457,-
1458,1458,-
1459,1459,-
1460,1460,-
1461,1461,"г.шахты, ул.смидовича, 134"
1462,1462,-
1463,1463,-
1464,1464,-
1465,1465,-
1466,1466,-
1467,1467,-
1468,1468,-
1469,1469,-
1470,1470,-
1471,1471,-
1472,1472,-
1473,1473,-
1474,1474,"г.новошахтинск, ул.ленинградский"
1475,1475,-
1476,1476,-
1477,1477,-
1478,1478,-
1479,1479,-
1480,1480,-
1481,1481,-
1482,1482,-
1483,1483,-
1484,1484,-
1485,1485,-
1486,1486,-
1487,1487,-
1488,1488,-
1489,1489,-
1490,1490,-
1491,1491,-
1492,1492,-
1493,1493,-
1494,1494,г. таганрог пер. 7й новый 98
1495,1495,-
1496,1496,-
1497,1497,-
1498,1498,врубовый 36
1499,1499,-
1500,1500,-
1501,1501,-
1502,1502,2я краснодарский 14
1503,1503,-
1504,1504,-
1505,1505,-
1506,1506,-
1507,1507,-
1508,1508,-
1509,1509,-
1510,1510,-
1511,1511,-
1512,1512,-
1513,1513,-
1514,1514,-
1515,1515,-
1516,1516,-
1517,1517,-
1518,1518,-
1519,1519,-
1520,1520,-
1521,1521,-
1522,1522,-
1523,1523,-
1524,1524,-
1525,1525,-
1526,1526,-
1527,1527,-
1528,1528,-
1529,1529,-
1530,1530,-
1531,1531,-
1532,1532,-
1533,1533,-
1534,1534,-
1535,1535,"346350, ростовский обл, красный сулин г, горный, провокзальный (вокзал)"
1536,1536,-
1537,1537,-
1538,1538,-
1539,1539,"346500, ростовский обл, шахта г, привокзальный площадь ж.д вокзал"
1540,1540,-
1541,1541,-
1542,1542,-
1543,1543,-
1544,1544,-
1545,1545,"346335, ростовский обл, донецк г, пролетарский ул, дом № 30"
1546,1546,-
1547,1547,-
1548,1548,-
1549,1549,-
1550,1550,-
1551,1551,"346333, ростовский обл, донецк г, тимирязев ул, дом № 62, корпус а"
1552,1552,"344000, ростовский обл, ростов-на-дону г, днт афганец, дом № 1"
1553,1553,-
1554,1554,"347796, ростовский обл, веселовский р-н, новый п, школьный ул, дом № 1"
1555,1555,-
1556,1556,-
1557,1557,"346615, ростовский обл, багаевский р-н, федул х, ленин ул, дом № 25-а"
1558,1558,-
1559,1559,-
1560,1560,-
1561,1561,-
1562,1562,-
1563,1563,-
1564,1564,-
1565,1565,"346859, ростовский обл, неклиновский р-н, синявский с, ленин ул, дом № 54"
1566,1566,"346497, ростовский обл, октябрьский р-н, бессергеневский ст-ца, комаров ул, дом № 5-а"
1567,1567,"347250, ростовский обл, 88639323572;89286059844, константиновск г, комсомольский ул, дом № 102"
1568,1568,-
1569,1569,"346909, ростовский обл, новошахтинск г, нахимов ул, дом № 17"
1570,1570,"347074, ростовский обл, тацинский р-н, скосырский ст-ца, советский ул, дом № 1 а"
1571,1571,-
1572,1572,-
1573,1573,"347027, ростовский обл, белокалитвинский р-н, синегорский п, фильчуков ул, дом № 30"
1574,1574,-
1575,1575,-
1576,1576,"347055, ростовский обл, белокалитвинский р-н, ясногорка п, дежнёв ул, дом № 1"
1577,1577,-
1578,1578,-
1579,1579,-
1580,1580,"347058, ростовский обл, белокалитвинский р-н, мельничный п, песчаный ул, дом № 46"
1581,1581,"347027, ростовский обл, белокалитвинский р-н, синегорский п, фрунзе ул"
1582,1582,-
1583,1583,"346009, ростовский обл, чертковский р-н, маньково-калитвенское с, киров ул, дом № 43-а"
1584,1584,-
1585,1585,-
1586,1586,-
1587,1587,-
1588,1588,-
1589,1589,-
1590,1590,"347214, ростовский обл, морозовский р-н, морозовск г, зеленский ул, дом № 67а"
1591,1591,"347210, ростовский обл, морозовский р-н, морозовск г, истомин ул, дом № 86"
1592,1592,"347210, ростовский обл, морозовский р-н, морозовск г, карла маркс ул, дом № 50"
1593,1593,"346400, ростовский обл, новочеркасск г, сарматский ул, дом № 230/88"
1594,1594,"346660, ростовский обл, мартыновский р-н, больший мартыновка сл, зыгин пер, дом № 10"
